title,audience_score,type,genre,runtime,year,mpaa_rating,studio,imdb_num_votes,critics_score,critics_rating,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,audience_rating,director,actor1,actor2,actor3,actor4,actor5,imdb_url,rt_url,imdb_id
The Poker House,66,Feature Film,Drama,93,2008,R,Phase 4 Films,3514,57,Rotten,no,no,no,yes,no,no,Upright,Lori Petty,Selma Blair,Jennifer Lawrence,David Alan Grier,Bokeem Woodbine,Sophia Bairley,http://www.imdb.com/title/tt1014806/,http://www.rottentomatoes.com/m/1214588-poker_house/,1014806
Gallipoli,83,Feature Film,Art House & International,110,1981,PG,Paramount Home Video,28638,88,Fresh,no,no,no,no,no,no,Upright,Peter Weir,Mel Gibson,Mark Lee,Harold Hopkins,RONNY GRAHAM,Stan Green,http://www.imdb.com/title/tt0082432/,http://www.rottentomatoes.com/m/1008074-gallipoli/,82432
American Reunion,63,Feature Film,Comedy,113,2012,R,Universal Studios,163933,43,Rotten,no,no,no,no,no,no,Upright,Jon Hurwitz,Alyson Hannigan,Jason Biggs,Chris Klein,Thomas Ian Nicholas,Tara Reid,http://www.imdb.com/title/tt1605630/,http://www.rottentomatoes.com/m/american_reunion_2012/,1605630
O Lucky Man!,87,Feature Film,Drama,178,1973,R,WARNER BROTHERS PICTURES,5952,82,Fresh,no,no,no,yes,no,no,Upright,Lindsay Anderson,Malcolm McDowell,Ralph Richardson,Dandy Nichols,Arthur Lowe,Helen Mirren,http://www.imdb.com/title/tt0070464/,http://www.rottentomatoes.com/m/o_lucky_man/,70464
Thank You for Smoking,87,Feature Film,Drama,92,2005,R,Fox Searchlight,186755,86,Certified Fresh,no,no,no,no,no,no,Upright,Jason Reitman,Aaron Eckhart,Maria Bello,Katie Holmes,Mary Jo Smith,Sam Elliott,http://www.imdb.com/title/tt0427944/,http://www.rottentomatoes.com/m/thank_you_for_smoking/,427944
Miami Blues,56,Feature Film,Drama,97,1990,R,Orion Home Video,5741,80,Fresh,no,no,no,no,no,no,Spilled,George Armitage,Alec Baldwin,Fred Ward,Jennifer Jason Leigh,Nora Dunn,Obba Babatunde,http://www.imdb.com/title/tt0100143/,http://www.rottentomatoes.com/m/miami_blues/,100143
The Legend of Drunken Master,88,Feature Film,Action & Adventure,102,1994,R,Dimension Films,32559,83,Certified Fresh,no,no,no,no,no,no,Upright,Jackie Chan,Jackie Chan,Lung Ti,Siu Tin Yuen,Jang Lee Hwang,Felix Wong,http://www.imdb.com/title/tt0111512/,http://www.rottentomatoes.com/m/legend_of_drunken_master/,111512
Grease,88,Feature Film,Other,110,1978,PG,Paramount Pictures,155559,78,Certified Fresh,no,no,no,no,no,yes,Upright,Randal Kleiser,John Travolta,Olivia Newton-John,Stockard Channing,Jeff Conaway,Didi Conn,http://www.imdb.com/title/tt0077631/,http://www.rottentomatoes.com/m/grease/,77631
Overlord,76,Feature Film,Drama,83,1975,Unrated,Janus Films,1689,92,Fresh,no,no,no,no,no,no,Upright,Stuart Cooper,Brian Stirner,Davyd Harries,Nicholas Ball,Julie Neesam,Sam Sewell,http://www.imdb.com/title/tt0073502/,http://www.rottentomatoes.com/m/overlord/,73502
Godzilla vs. Mechagodzilla,61,Feature Film,Art House & International,84,1974,PG,Sony Pictures Entertainment,3375,67,Fresh,no,no,no,no,no,no,Upright,Jun Fukuda,Masaaki Daimon,Kazuya Aoyama,Reiko Tajima,Carol Lynley,Barbara Lynn,http://www.imdb.com/title/tt0071565/,http://www.rottentomatoes.com/m/godzilla_vs_mechagodzilla/,71565
Family Plot,62,Feature Film,Drama,120,1976,PG,Universal Pictures,14464,95,Fresh,no,no,no,no,no,no,Upright,Alfred Hitchcock,Bruce Dern,Barbara Harris,William Devane,Karen Black,Ed Lauter,http://www.imdb.com/title/tt0074512/,http://www.rottentomatoes.com/m/family_plot/,74512
Bangkok Dangerous,26,Feature Film,Drama,99,2008,R,Lionsgate,46455,9,Rotten,no,no,yes,no,no,no,Spilled,Oxide Pang Chun,Nicolas Cage,Charlie Yeung,Chakrit Yamnarm,James With,Shahkrit Yamnarm,http://www.imdb.com/title/tt0814022/,http://www.rottentomatoes.com/m/bangkok_dangerous/,814022
Zero Effect,77,Feature Film,Drama,116,1998,R,Warner Home Video,12097,64,Fresh,no,no,no,no,no,no,Upright,Jake Kasdan,Bill Pullman,Ben Stiller,Ryan O'Neal,Kim Dickens,Angela Featherstone,http://www.imdb.com/title/tt0120906/,http://www.rottentomatoes.com/m/zero_effect/,120906
Supergirl,26,Feature Film,Action & Adventure,105,1984,PG,TriStar Pictures,13332,7,Rotten,no,no,no,yes,no,no,Spilled,Jeannot Szwarc,Helen Slater,Faye Dunaway,Peter O'Toole,Mia Farrow,Brenda Vaccaro,http://www.imdb.com/title/tt0088206/,http://www.rottentomatoes.com/m/supergirl/,88206
The Tuskegee Airmen,79,TV Movie,Documentary,106,1995,PG-13,HBO Video,3941,86,Fresh,no,no,no,no,no,no,Upright,Robert Markowitz,Laurence Fishburne,Cuba Gooding Jr.,Malcolm-Jamal Warner,Andre Braugher,Courtney B. Vance,http://www.imdb.com/title/tt0114745/,http://www.rottentomatoes.com/m/tuskegee_airmen/,114745
I Saw the Devil,86,Feature Film,Art House & International,141,2010,Unrated,Magnolia Releasing,64796,80,Certified Fresh,no,no,no,no,no,no,Upright,Ji-woon Kim,Byung-hun Lee,Min-sik Choi,Chun Kook-Haun,Ho-jin Chun,San-ha Oh,http://www.imdb.com/title/tt1588170/,http://www.rottentomatoes.com/m/akmareul_boattda/,1588170
The Smurfs,44,Feature Film,Action & Adventure,103,2011,PG,Sony Pictures Columbia,62935,22,Rotten,no,no,no,no,no,no,Spilled,Raja Gosnell,Neil Patrick Harris,Sofia Vergara,Jayma Mays,Tim Gunn,Jonathan Winters,http://www.imdb.com/title/tt0472181/,http://www.rottentomatoes.com/m/the_smurfs/,472181
Then She Found Me,44,Feature Film,Drama,100,2007,R,ThinkFilm,8207,50,Rotten,no,no,yes,yes,no,no,Spilled,Helen Hunt,Helen Hunt,Bette Midler,Colin Firth,Matthew Broderick,Ben Shenkman,http://www.imdb.com/title/tt0455805/,http://www.rottentomatoes.com/m/then_she_found_me/,455805
The Brandon Teena Story,70,Documentary,Documentary,89,1998,Unrated,Bless Bless Productions,791,67,Fresh,no,no,no,no,no,no,Upright,Susan Muska,Brandon Teena,John Lotter,NA,NA,NA,http://www.imdb.com/title/tt0144801/,http://www.rottentomatoes.com/m/brandon_teena_story/,144801
The Punisher,32,Feature Film,Action & Adventure,89,1989,R,New World,14920,28,Rotten,no,no,no,no,no,no,Spilled,Mark Goldblatt,Dolph Lundgren,Louis Gossett Jr,Jeroen Krabbe,Kim Miyori,Barry Otto,http://www.imdb.com/title/tt0098141/,http://www.rottentomatoes.com/m/1030887-punisher/,98141
The Texas Chain Saw Massacre,82,Feature Film,Other,83,1974,R,Bryanston Pictures,89764,88,Fresh,no,no,no,no,no,no,Upright,Tobe Hooper,Gunnar Hansen,Marilyn Burns,Allen Danziger,Teri McMinn,William Vail,http://www.imdb.com/title/tt0072271/,http://www.rottentomatoes.com/m/1021112-texas_chainsaw_massacre/,72271
Tracker,51,Feature Film,Drama,102,2010,R,Kaleidoscope,2750,85,Fresh,no,no,no,no,no,no,Spilled,Ian Sharp,Ray Winstone,Temuera Morrison,Andy Anderson,NA,NA,http://www.imdb.com/title/tt1414378/,http://www.rottentomatoes.com/m/tracker/,1414378
The Shaggy Dog,39,Feature Film,Action & Adventure,98,2006,PG,Buena Vista,14221,26,Rotten,no,no,no,no,no,no,Spilled,Brian Robbins,Tim Allen,Kristin Davis,Robert Downey Jr.,Zena Grey,Jan Devereaux,http://www.imdb.com/title/tt0393735/,http://www.rottentomatoes.com/m/shaggy_dog/,393735
Immortal (Ad Vitam),53,Feature Film,Drama,103,2004,R,UFD,17618,43,Rotten,no,no,no,no,no,no,Spilled,Enki Bilal,Thomas Kretschmann,Charlotte Rampling,Linda Hardy,Frederic Pierrot,Thomas M. Pollard,http://www.imdb.com/title/tt0314063/,http://www.rottentomatoes.com/m/immortal_2004/,314063
Normal,75,TV Movie,Drama,110,2003,Unrated,Bankside Films,2559,100,Fresh,no,no,no,yes,no,no,Upright,Jane Anderson,Tom Wilkinson,Jessica Lange,Randall Arney,Hayden Panettiere,Joe Sikora,http://www.imdb.com/title/tt0338290/,http://www.rottentomatoes.com/m/normal/,338290
Bound,82,Feature Film,Mystery & Suspense,108,1996,R,Republic Pictures Home Video,39299,92,Fresh,no,no,no,no,no,no,Upright,Larry Wachowski,Jennifer Tilly,Gina Gershon,Joe Pantoliano,John P. Ryan,Christopher Meloni,http://www.imdb.com/title/tt0115736/,http://www.rottentomatoes.com/m/bound/,115736
No Holds Barred,35,Feature Film,Drama,93,1989,PG-13,Sony Pictures Home Entertainment,4476,11,Rotten,no,no,no,no,no,no,Spilled,Thomas J. Wright,Hulk Hogan,Terry 'Hulk' Hogan,Kurt Fuller,Joan Severance,Tommy 'Tiny' Lister,http://www.imdb.com/title/tt0097987/,http://www.rottentomatoes.com/m/no_holds_barred/,97987
D.E.B.S.,55,Feature Film,Action & Adventure,91,2004,PG-13,Destination Films,11735,38,Rotten,no,no,no,no,no,no,Spilled,Angela Robinson (III),Jordana Brewster,Sara Foster,Meagan Good,Devon Aoki,Jill Ritchie,http://www.imdb.com/title/tt0367631/,http://www.rottentomatoes.com/m/debs/,367631
The Haunting,28,Feature Film,Mystery & Suspense,113,1999,PG-13,DreamWorks SKG,56033,17,Rotten,no,no,no,no,no,no,Spilled,Jan de Bont,Liam Neeson,Catherine Zeta-Jones,Lili Taylor,Owen Wilson,Bruce Dern,http://www.imdb.com/title/tt0171363/,http://www.rottentomatoes.com/m/1090789-haunting/,171363
She's the Man,79,Feature Film,Comedy,105,2006,PG-13,DreamWorks SKG,107800,43,Rotten,no,no,no,no,no,no,Upright,Andy Fickman,Amanda Bynes,Channing Tatum,Laura Ramsey,Vinnie Jones,Robert Hoffman,http://www.imdb.com/title/tt0454945/,http://www.rottentomatoes.com/m/shes_the_man/,454945
The Witches of Eastwick,62,Feature Film,Horror,118,1987,R,Warner Home Video,44974,73,Fresh,no,no,yes,yes,no,no,Upright,George Miller,Jack Nicholson,Cher,Susan Sarandon,Michelle Pfeiffer,Veronica Cartwright,http://www.imdb.com/title/tt0094332/,http://www.rottentomatoes.com/m/witches_of_eastwick/,94332
Without a Clue,73,Feature Film,Mystery & Suspense,107,1988,PG,Orion Home Video,6889,60,Fresh,no,no,yes,no,no,no,Upright,Thom Eberhardt,Michael Caine,Ben Kingsley,Jeffrey Jones,Lysette Anthony,Matthew Sim,http://www.imdb.com/title/tt0096454/,http://www.rottentomatoes.com/m/without_a_clue/,96454
The Neverending Story II: The Next Chapter,40,Feature Film,Action & Adventure,90,1990,G,Warner Home Video,16858,0,Rotten,no,no,no,no,no,no,Spilled,George Trumbull Miller,Jonathan Brandis,Clarissa Burt,Kenny Morrison,Alexandra Johnes,Martin Umbach,http://www.imdb.com/title/tt0100240/,http://www.rottentomatoes.com/m/the_neverending_story_ii_the_next_chapter_1990/,100240
The Brothers,86,Feature Film,Comedy,106,2001,R,Screen Gems,3036,63,Fresh,no,no,no,no,no,no,Upright,Gary Hardwick,Morris Chestnut,Shemar Moore,D.L. Hughley,Bill Bellamy,Gabrielle Union,http://www.imdb.com/title/tt0250274/,http://www.rottentomatoes.com/m/1105979-brothers/,250274
Predators,52,Feature Film,Action & Adventure,107,2010,R,20th Century Fox,163149,64,Fresh,no,no,yes,no,no,no,Spilled,Nimrod Antal,Adrien Brody,Topher Grace,Alice Braga,Walton Goggins,Oleg Taktarov,http://www.imdb.com/title/tt1424381/,http://www.rottentomatoes.com/m/10012256-predators/,1424381
9th Company,76,Feature Film,Drama,139,2005,R,Contender Entertainment Group,15910,69,Fresh,no,no,no,no,no,no,Upright,Fyodor Bondarchuk,Aleksey Chadov,Artur Smolyaninov,Mikhail Porechenkov,Konstantin Kryukov,Artyom Mikhalkov,http://www.imdb.com/title/tt0417397/,http://www.rottentomatoes.com/m/the-9th-company/,417397
Young Doctors in Love,38,Feature Film,Comedy,96,1982,R,20th Century Fox Film Corporation,2361,31,Rotten,no,no,no,no,no,no,Spilled,Garry Marshall,Michael McKean,Sean Young,Dabney Coleman,Harry Dean Stanton,Patrick Macnee,http://www.imdb.com/title/tt0084938/,http://www.rottentomatoes.com/m/young_doctors_in_love/,84938
Find Me Guilty,62,Feature Film,Drama,125,2006,R,Yari Film Group,26985,61,Fresh,no,no,no,no,no,no,Upright,Sidney Lumet,Vin Diesel,Peter Dinklage,Linus Roache,Ron Silver,Alex Rocco,http://www.imdb.com/title/tt0419749/,http://www.rottentomatoes.com/m/find_me_guilty/,419749
The Take,49,Feature Film,Drama,96,2007,R,Hatchet Films,1865,85,Fresh,no,no,no,no,no,no,Spilled,Brad Furman,John Leguizamo,Tyrese Gibson,Rosie Perez,Bobby Cannavale,Yul Vazquez,http://www.imdb.com/title/tt0828158/,http://www.rottentomatoes.com/m/1194326-take/,828158
Albino Alligator,42,Feature Film,Mystery & Suspense,97,1996,R,Miramax,6458,44,Rotten,no,no,no,yes,no,no,Spilled,Kevin Spacey,Matt Dillon,Faye Dunaway,Gary Sinise,William Fichtner,Joe Mantegna,http://www.imdb.com/title/tt0115495/,http://www.rottentomatoes.com/m/albino_alligator/,115495
Valentine's Day,47,Feature Film,Comedy,125,2010,PG-13,New Line Cinema/Warner Bros. Pictures,89874,18,Rotten,no,no,no,yes,no,no,Spilled,Garry Marshall,Jessica Alba,Julia Roberts,Bradley Cooper,Kathy Bates,Jessica Biel,http://www.imdb.com/title/tt0817230/,http://www.rottentomatoes.com/m/valentines_day_2010/,817230
The Legend of Zorro,48,Feature Film,Drama,129,2005,PG,Sony Pictures Entertainment,66161,26,Rotten,no,no,no,no,no,no,Spilled,Martin  Campbell,Antonio Banderas,Catherine Zeta-Jones,Adrian Alonso,Rufus Sewell,Nick Chinlund,http://www.imdb.com/title/tt0386140/,http://www.rottentomatoes.com/m/legend_of_zorro/,386140
Saturn 3,31,Feature Film,Action & Adventure,96,1980,R,Associated Film Distribution,5830,10,Rotten,no,no,no,no,no,no,Spilled,Farrah Fawcett,Farrah Fawcett,Douglas Lambert,Kirk Douglas,Harvey Keitel,Douglas Lambert,http://www.imdb.com/title/tt0079285/,http://www.rottentomatoes.com/m/saturn_3/,79285
A Huey P. Newton Story,89,Documentary,Documentary,86,2001,Unrated,NA,543,100,Fresh,no,no,no,no,no,no,Upright,Spike Lee,Roger Guenveur Smith,Huey Lewis,NA,NA,NA,http://www.imdb.com/title/tt0278490/,http://www.rottentomatoes.com/m/a-huey-p-newton-story/,278490
Muriel's Wedding,84,Feature Film,Comedy,106,1994,R,Miramax,26600,78,Certified Fresh,no,no,no,no,no,no,Upright,P.J. Hogan,Toni Collette,Bill Hunter,Rachel Griffiths,Sophie Lee,Rosalind Hammond,http://www.imdb.com/title/tt0110598/,http://www.rottentomatoes.com/m/muriels_wedding/,110598
Trial by Jury,27,Feature Film,Mystery & Suspense,107,1994,R,Warner Home Video,1397,9,Rotten,no,no,yes,no,no,no,Spilled,Heywood Gould,Joanne Whalley,Armand Assante,Gabriel Byrne,William Hurt,Kathleen Quinlan,http://www.imdb.com/title/tt0111488/,http://www.rottentomatoes.com/m/trial_by_jury/,111488
Death Race,61,Feature Film,Action & Adventure,105,2008,R,Universal Pictures,158095,43,Rotten,no,no,no,no,no,no,Upright,Paul W.S. Anderson,Jason Statham,Joan Allen,Ian McShane,Tyrese Gibson,Robin Shou,http://www.imdb.com/title/tt0452608/,http://www.rottentomatoes.com/m/death_race/,452608
Van Wilder,74,Feature Film,Comedy,92,2002,R,Artisan Entertainment,84774,19,Rotten,no,no,no,no,no,no,Upright,Walt Becker,Ryan Reynolds,Tara Reid,Tim Matheson,Kal Penn,Teck Holmes,http://www.imdb.com/title/tt0283111/,http://www.rottentomatoes.com/m/national_lampoons_van_wilder/,283111
Sweet and Lowdown,81,Feature Film,Drama,95,1999,PG-13,Sony Pictures Classics,26591,78,Certified Fresh,no,no,yes,no,yes,no,Upright,Woody Allen,Sean Penn,Samantha Morton,Uma Thurman,James Urbaniak,Brian Markinson,http://www.imdb.com/title/tt0158371/,http://www.rottentomatoes.com/m/sweet_and_lowdown/,158371
Strictly Business,56,Feature Film,Drama,83,1991,PG-13,Warner Home Video,1283,10,Rotten,no,no,no,no,no,no,Spilled,Rolando Hudson,Tommy Davidson,Joseph C. Phillips,Anne-Marie Johnson,David Marshall Grant,Jon Cypher,http://www.imdb.com/title/tt0102996/,http://www.rottentomatoes.com/m/strictly_business/,102996
On Deadly Ground,35,Feature Film,Mystery & Suspense,101,1994,R,Warner Home Video,17023,10,Rotten,no,no,no,no,no,no,Spilled,Steven Seagal,Steven Seagal,Michael Caine,Joan Chen,John C. McGinley,R. Lee Ermey,http://www.imdb.com/title/tt0110725/,http://www.rottentomatoes.com/m/on_deadly_ground/,110725
General Idi Amin Dada,78,Documentary,Documentary,90,1974,Unrated,Criterion Collection,1201,77,Fresh,no,no,no,no,no,no,Upright,Barbet Schroeder,Idi Amin,Fidel Castro,Golda Meir,NA,NA,http://www.imdb.com/title/tt0071544/,http://www.rottentomatoes.com/m/general_idi_amin_dada_autoportrait/,71544
Lincoln,80,Feature Film,Drama,150,2012,PG-13,Dreamworks Pictures,185313,90,Certified Fresh,yes,no,yes,yes,yes,no,Upright,Steven Spielberg,Daniel Day-Lewis,Sally Field,David Strathairn,Tommy Lee Jones,Joseph Gordon-Levitt,http://www.imdb.com/title/tt0443272/,http://www.rottentomatoes.com/m/lincoln_2011/,443272
Dead Man on Campus,55,Feature Film,Drama,96,1998,R,Paramount Pictures,11363,15,Rotten,no,no,no,no,no,no,Spilled,Alan Cohn,Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery,Lochlyn Munro,Randy Pearlstein,http://www.imdb.com/title/tt0118301/,http://www.rottentomatoes.com/m/dead_man_on_campus/,118301
Mesrine Part 2: Public Enemy #1,82,Feature Film,Drama,133,2008,R,Music Box Films,22247,82,Certified Fresh,no,no,no,no,no,no,Upright,Jean-Francois Richet,Michael Duchaussoy,Vincent Cassel,Ludivine Sagnier,Mathieu Amalric,Gerard Lanvin,http://www.imdb.com/title/tt0411272/,http://www.rottentomatoes.com/m/mesrine_public_enemy_1/,411272
Would You Rather,37,Feature Film,Drama,93,2012,Unrated,IFC Films,19693,55,Rotten,no,no,no,no,no,no,Spilled,David Guy Levy,Brittany Snow,Jeffrey Combs,Sasha Grey,John Heard,Jonathan Coyne,http://www.imdb.com/title/tt1999995/,http://www.rottentomatoes.com/m/would_you_rather/,1999995
The Big Feast,83,Feature Film,Drama,130,1973,NC-17,Mara Films,8118,55,Rotten,no,no,no,no,no,no,Upright,Marco Ferreri,Marcello Mastroianni,Michel Piccoli,Philippe Noiret,Ugo Tognazzi,Andrea Ferreol,http://www.imdb.com/title/tt0070130/,http://www.rottentomatoes.com/m/grande_bouffe/,70130
The World Is Not Enough,50,Feature Film,Mystery & Suspense,128,1999,PG-13,United Artists,148998,51,Rotten,no,no,no,no,no,no,Spilled,Michael Apted,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards,Judi Dench,http://www.imdb.com/title/tt0143145/,http://www.rottentomatoes.com/m/world_is_not_enough/,143145
Barnyard,52,Feature Film,Other,90,2006,PG,Paramount Pictures,20641,22,Rotten,no,no,no,no,no,no,Spilled,Steve Oedekerk,Kevin James,Courteney Cox,Sam Elliott,Danny Glover,Wanda Sykes,http://www.imdb.com/title/tt0414853/,http://www.rottentomatoes.com/m/barnyard/,414853
The Stepford Wives,29,Feature Film,Drama,93,2004,PG-13,Paramount Pictures,47848,26,Rotten,no,no,no,yes,no,no,Spilled,Frank Oz,Nicole Kidman,Matthew Broderick,Bette Midler,Glenn Close,Christopher Walken,http://www.imdb.com/title/tt0327162/,http://www.rottentomatoes.com/m/stepford_wives/,327162
Lovely & Amazing,63,Feature Film,Drama,91,2001,R,Lions Gate Releasing,5917,86,Certified Fresh,no,no,no,no,no,no,Upright,Nicole Holofcener,Catherine Keener,Brenda Blethyn,Emily Mortimer,Raven Goodwin,Aunjanue Ellis,http://www.imdb.com/title/tt0258273/,http://www.rottentomatoes.com/m/lovely_and_amazing/,258273
Grey Gardens,86,Documentary,Documentary,94,1975,PG,Janus Films,7439,93,Fresh,no,no,no,no,no,no,Upright,David Maysles,Edie Beale,Edith Bouvier Beale,Edith Ewing Bouvier Beale,Edith B Beale Jr,Jerry Torre,http://www.imdb.com/title/tt0073076/,http://www.rottentomatoes.com/m/grey_gardens/,73076
The Mothman Prophecies,56,Feature Film,Mystery & Suspense,119,2002,PG-13,Screen Gems,61283,52,Rotten,no,no,no,no,no,no,Spilled,Mark Pellington,Richard Gere,Laura Linney,Debra Messing,Will Patton,Lucinda Jenney,http://www.imdb.com/title/tt0265349/,http://www.rottentomatoes.com/m/mothman_prophecies/,265349
The Bucket List,77,Feature Film,Drama,97,2007,PG-13,Warner Bros. Pictures,173530,41,Rotten,no,no,yes,no,no,no,Upright,Rob Reiner,Jack Nicholson,Morgan Freeman,Sean Hayes,Beverly Todd,Alfonso Freeman,http://www.imdb.com/title/tt0825232/,http://www.rottentomatoes.com/m/bucket_list/,825232
Plenty,52,Feature Film,Art House & International,121,1985,R,20th Century Fox Film Corporat,1999,57,Rotten,no,no,no,yes,no,no,Spilled,Fred Schepisi,Meryl Streep,Charles Dance,Sting,John Gielgud,Tracey Ullman,http://www.imdb.com/title/tt0089816/,http://www.rottentomatoes.com/m/plenty/,89816
Colors,72,Feature Film,Drama,120,1988,R,Orion Home Video,18080,82,Fresh,no,no,yes,no,no,no,Upright,Dennis Hopper,Robert Duvall,Sean Penn,Maria Conchita Alonso,Randy Brooks,Grand L. Bush,http://www.imdb.com/title/tt0094894/,http://www.rottentomatoes.com/m/1004485-colors/,94894
Virtuosity,32,Feature Film,Action & Adventure,106,1995,R,Paramount Home Video,22756,33,Rotten,no,no,yes,no,no,no,Spilled,Brett Leonard,Denzel Washington,Kelly Lynch,Russell Crowe,Stephen Spinella,William Forsythe,http://www.imdb.com/title/tt0114857/,http://www.rottentomatoes.com/m/virtuosity/,114857
Gotcha!,53,Feature Film,Action & Adventure,101,1985,PG-13,Universal,5079,40,Rotten,no,no,no,no,no,no,Spilled,Jeff Kanew,Anthony Edwards,Linda Fiorentino,Nick Corri,Marie Dubrule,Alex Rocco,http://www.imdb.com/title/tt0089222/,http://www.rottentomatoes.com/m/gotcha/,89222
Never Let Me Go,71,Feature Film,Drama,103,2010,R,Fox Searchlight Pictures,102914,71,Fresh,no,no,no,no,no,no,Upright,Mark Romanek,Andrew Garfield,Keira Knightley,Carey Mulligan,Charlotte Rampling,Sally Hawkins,http://www.imdb.com/title/tt1334260/,http://www.rottentomatoes.com/m/never_let_me_go_2010/,1334260
Fido,72,Feature Film,Horror,93,2006,R,Roadside Attractions/Samuel Goldwyn,24317,72,Fresh,no,no,no,no,no,no,Upright,Andrew Currie,Carrie-Anne Moss,Billy Connolly,Dylan Baker,K'Sun Ray,Henry Czerny,http://www.imdb.com/title/tt0457572/,http://www.rottentomatoes.com/m/fido/,457572
Smiley,31,Feature Film,Horror,95,2012,R,Fever Productions,6789,18,Rotten,no,no,no,no,no,no,Spilled,Michael Gallagher,Caitlin Gerard,Melanie Papalia,Shane Dawson,Andrew James Allen,Roger Bart,http://www.imdb.com/title/tt2025667/,http://www.rottentomatoes.com/m/smiley_2012/,2025667
Josie and the Pussycats,51,Feature Film,Comedy,98,2001,PG-13,Universal Pictures,18463,53,Rotten,no,no,no,no,no,no,Spilled,Harry Elfont,Rachael Leigh Cook,Rosario Dawson,Tara Reid,Alan Cumming,Parker Posey,http://www.imdb.com/title/tt0236348/,http://www.rottentomatoes.com/m/josie_and_the_pussycats/,236348
Step Up 2: The Streets,76,Feature Film,Drama,98,2008,PG-13,Touchstone Pictures,63783,27,Rotten,no,no,no,no,no,no,Upright,Jon M. Chu,Briana Evigan,Robert Hoffman,Adam G. Sevani,Will Kemp,Cassie Ventura,http://www.imdb.com/title/tt1023481/,http://www.rottentomatoes.com/m/step_up_2_the_streets/,1023481
She's So Lovely,63,Feature Film,Drama,100,1997,R,Miramax,6913,66,Fresh,no,no,yes,no,no,no,Upright,Nick Cassavetes,Sean Penn,Robin Wright,John Travolta,Harry Dean Stanton,Debi Mazar,http://www.imdb.com/title/tt0120112/,http://www.rottentomatoes.com/m/shes_so_lovely/,120112
Gentlemen Broncos,42,Feature Film,Comedy,89,2009,PG-13,Fox Searchlight Pictures,8431,19,Rotten,no,no,no,no,no,no,Spilled,Jared Hess,Michael Angarano,Jemaine Clement,Jennifer Coolidge,Mike White,Sam Rockwell,http://www.imdb.com/title/tt1161418/,http://www.rottentomatoes.com/m/gentlemen_broncos/,1161418
Rugrats in Paris: The Movie,56,Feature Film,Other,78,2000,G,Paramount Pictures,7491,75,Certified Fresh,no,no,no,no,no,no,Spilled,Stig Bergqvist,Christine Cavanaugh,E. G. Daily,Cheryl Chase,Michael Patrick Bell,Cree Summer Franck,http://www.imdb.com/title/tt0213203/,http://www.rottentomatoes.com/m/rugrats_in_paris/,213203
Dorian Gray,39,Feature Film,Drama,112,2009,R,Alliance Films,48463,43,Rotten,no,no,yes,no,no,no,Spilled,Oliver Parker,Ben Barnes,Rebecca Hall,Colin Firth,Rachel Hurd-Wood,Ben Chaplin,http://www.imdb.com/title/tt1235124/,http://www.rottentomatoes.com/m/1200873-dorian_gray/,1235124
The Amazing Spider-Man 2,66,Feature Film,Drama,142,2014,PG-13,Sony Pictures,291477,53,Rotten,no,no,yes,no,no,no,Upright,Marc Webb,Andrew Garfield,Emma Stone,Jamie Foxx,Dane DeHaan,Chris Cooper,http://www.imdb.com/title/tt1872181/,http://www.rottentomatoes.com/m/the_amazing_spider_man_2/,1872181
The Sandlot,89,Feature Film,Drama,101,1993,PG,20th Century Fox,53530,57,Rotten,no,no,no,no,no,no,Upright,David M. Evans,Tom Guiry,Mike Vitar,Patrick Renna,Chauncey Leopardi,Marty York,http://www.imdb.com/title/tt0108037/,http://www.rottentomatoes.com/m/sandlot/,108037
Sherlock Holmes,77,Feature Film,Drama,128,2009,PG-13,Warner Bros. Pictures/Village Roadshow,443319,70,Fresh,no,no,no,no,no,no,Upright,Guy Ritchie,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong (II),Eddie Marsan,http://www.imdb.com/title/tt0988045/,http://www.rottentomatoes.com/m/sherlock_holmes_2009/,988045
The Fox and the Hound,78,Feature Film,Other,83,1981,G,Buena Vista Pictures,58797,69,Fresh,no,no,no,no,no,no,Upright,Corey Feldman,Mickey Rooney,Kurt Russell,Keith Coogan,Pearl Bailey,Jack Albertson,http://www.imdb.com/title/tt0082406/,http://www.rottentomatoes.com/m/fox_and_the_hound/,82406
Commando,67,Feature Film,Action & Adventure,90,1985,R,20th Century Fox,103589,69,Fresh,no,no,no,no,no,no,Upright,Mark L. Lester,Arnold Schwarzenegger,Alyssa Milano,Rae Dawn Chong,Dan Hedaya,Vernon Wells,http://www.imdb.com/title/tt0088944/,http://www.rottentomatoes.com/m/1004567-commando/,88944
The Matrix,85,Feature Film,Action & Adventure,136,1999,R,Warner Bros. Pictures,1116148,87,Certified Fresh,no,no,no,no,no,no,Upright,Larry Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Joe Pantoliano,Hugo Weaving,http://www.imdb.com/title/tt0133093/,http://www.rottentomatoes.com/m/matrix/,133093
